question,segment_type,segment_description,answer,count,percentage
Best stories on Snapchat discover?,University,Irvine Union School District,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Irvine Union School District,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Irvine Union School District,People,0,0.0
Best stories on Snapchat discover?,University,Irvine Union School District,ESPN,0,0.0
Best stories on Snapchat discover?,University,Irvine Union School District,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Irvine Union School District,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,People,0,0.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Alabama at Birmingham,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,Vice,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Seton Hall University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,People,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Seton Hall University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,Vice,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,People,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,ESPN,1,1.0
Best stories on Snapchat discover?,University,Northwest Missouri State,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Northwest Missouri State,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Medford High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Medford High School,Vice,0,0.0
Best stories on Snapchat discover?,University,Medford High School,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Medford High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Medford High School,People,0,0.0
Best stories on Snapchat discover?,University,Medford High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Medford High School,Cosmo,1,1.0
Best stories on Snapchat discover?,University,Medford High School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Grand Valley State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Grand Valley State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Grand Valley State University,Buzzfeed,1,0.25
Best stories on Snapchat discover?,University,Grand Valley State University,Comedy Central,1,0.25
Best stories on Snapchat discover?,University,Grand Valley State University,People,0,0.0
Best stories on Snapchat discover?,University,Grand Valley State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Grand Valley State University,Cosmo,2,0.5
Best stories on Snapchat discover?,University,Grand Valley State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,McMaster University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,McMaster University,Vice,0,0.0
Best stories on Snapchat discover?,University,McMaster University,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,McMaster University,Comedy Central,1,0.5
Best stories on Snapchat discover?,University,McMaster University,People,0,0.0
Best stories on Snapchat discover?,University,McMaster University,ESPN,0,0.0
Best stories on Snapchat discover?,University,McMaster University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,McMaster University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,Vice,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,John Carroll University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,People,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,ESPN,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,John Carroll University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Duquesne University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Duquesne University,Vice,0,0.0
Best stories on Snapchat discover?,University,Duquesne University,Buzzfeed,4,0.364
Best stories on Snapchat discover?,University,Duquesne University,Comedy Central,1,0.091
Best stories on Snapchat discover?,University,Duquesne University,People,2,0.182
Best stories on Snapchat discover?,University,Duquesne University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Duquesne University,Cosmo,4,0.364
Best stories on Snapchat discover?,University,Duquesne University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Fordham University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Fordham University,Vice,0,0.0
Best stories on Snapchat discover?,University,Fordham University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Fordham University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Fordham University,People,0,0.0
Best stories on Snapchat discover?,University,Fordham University,ESPN,1,1.0
Best stories on Snapchat discover?,University,Fordham University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Fordham University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Florida State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Florida State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Florida State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Florida State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Florida State University,People,0,0.0
Best stories on Snapchat discover?,University,Florida State University,ESPN,1,1.0
Best stories on Snapchat discover?,University,Florida State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Florida State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Central Florida,Daily Mail,1,0.333
Best stories on Snapchat discover?,University,University of Central Florida,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Central Florida,Buzzfeed,1,0.333
Best stories on Snapchat discover?,University,University of Central Florida,Comedy Central,1,0.333
Best stories on Snapchat discover?,University,University of Central Florida,People,0,0.0
Best stories on Snapchat discover?,University,University of Central Florida,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Central Florida,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Central Florida,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Xavier University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Xavier University,Vice,1,1.0
Best stories on Snapchat discover?,University,Xavier University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Xavier University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Xavier University,People,0,0.0
Best stories on Snapchat discover?,University,Xavier University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Xavier University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Xavier University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,West Chester University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,West Chester University,Vice,0,0.0
Best stories on Snapchat discover?,University,West Chester University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,West Chester University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,West Chester University,People,0,0.0
Best stories on Snapchat discover?,University,West Chester University,ESPN,0,0.0
Best stories on Snapchat discover?,University,West Chester University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,West Chester University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Temple University,Daily Mail,1,0.038
Best stories on Snapchat discover?,University,Temple University,Vice,7,0.269
Best stories on Snapchat discover?,University,Temple University,Buzzfeed,8,0.308
Best stories on Snapchat discover?,University,Temple University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Temple University,People,0,0.0
Best stories on Snapchat discover?,University,Temple University,ESPN,2,0.077
Best stories on Snapchat discover?,University,Temple University,Cosmo,3,0.115
Best stories on Snapchat discover?,University,Temple University,Never watched those / other,5,0.192
Best stories on Snapchat discover?,University,Northern Kentucky University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Northern Kentucky University,Vice,0,0.0
Best stories on Snapchat discover?,University,Northern Kentucky University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Northern Kentucky University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Northern Kentucky University,People,0,0.0
Best stories on Snapchat discover?,University,Northern Kentucky University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Northern Kentucky University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Northern Kentucky University,Never watched those / other,0,0.0
